0,0,0
0.001,1.5,0
0.002,3,0
0.003,4.5,0
0.004,6,0
0.005,7.5,0
0.006,9,0
0.007,10.5,0
0.008,12,0
0.009,13.5,0
0.01,15,0
0.011,16.5,0
0.012,18,0
0.013,19.5,0
0.014,21,0
0.015,22.5,0
0.016,24,0
0.017,25.5,0
0.018,27,0
0.019,28.5,0
0.02,30,0
0.021,31.5,0
0.022,33,0
0.023,34.5,0
0.024,36,0
0.025,37.5,0
0.026,39,0
0.027,40.5,0
0.028,42,0
0.029,43.5,0
0.03,45,0
0.031,46.5,0
0.032,48,0
0.033,49.5,0
0.034,51,0
0.035,52.5,0
0.036,54,0
0.037,55.5,0
0.038,57,0
0.039,58.5,0
0.04,60,0
0.041,61.5,0
0.042,63,0
0.043,64.5,0
0.044,66,0
0.045,67.5,0
0.046,69,0
0.047,70.5,0
0.048,72,0
0.049,73.5,0
0.05,75,0
0.051,76.5,0
0.052,78,0
0.053,79.5,0
0.054,81,0
0.055,82.5,0
0.056,84,0
0.057,85.5,0
0.058,87,0
0.059,88.5,0
0.06,90,0
0.061,91.5,0
0.062,93,0
0.063,94.5,0
0.064,96,0
0.065,97.5,0
0.066,99,0
0.067,100.5,0
0.068,102,0
0.069,103.5,0
0.07,105,0
0.071,106.5,0
0.072,108,0
0.073,109.5,0
0.074,111,0
0.075,112.5,0
0.076,114,0
0.077,115.5,0
0.078,117,0
0.079,118.5,0
0.08,120,0
0.081,121.5,0
0.082,123,0
0.083,124.5,0
0.084,126,0
0.085,127.5,0
0.086,129,0
0.087,130.5,0
0.088,132,0
0.089,133.5,0
0.09,135,0
0.091,136.5,0
0.092,138,0
0.093,139.5,0
0.094,141,0
0.095,142.5,0
0.096,144,0
0.097,145.5,0
0.098,147,0
0.099,148.5,0
0.1,150,0
0.101,151.5,0
0.102,153,0
0.103,154.5,0
0.104,156,0
0.105,157.5,0
0.106,159,0
0.107,160.5,0
0.108,162,0
0.109,163.5,0
0.11,165,0
0.111,166.5,0
0.112,168,0
0.113,169.5,0
0.114,171,0
0.115,172.5,0
0.116,174,0
0.117,175.5,0
0.118,177,0
0.119,178.5,0
0.12,180,0
0.121,181.5,0
0.122,183,0
0.123,184.5,0
0.124,186,0
0.125,187.5,0
0.126,189,0
0.127,190.5,0
0.128,192,0
0.129,193.5,0
0.13,195,0
0.131,196.5,0
0.132,198,0
0.133,199.5,0
0.134,201,0
0.135,202.5,0
0.136,204,0
0.137,205.5,0
0.138,207,0
0.139,208.5,0
0.14,210,0
0.141,211.5,0
0.142,213,0
0.143,214.5,0
0.144,216,0
0.145,217.5,0
0.146,219,0
0.147,220.5,0
0.148,222,0
0.149,223.5,0
0.15,225,0
0.151,226.5,0
0.152,228,0
0.153,229.5,0
0.154,231,0
0.155,232.5,0
0.156,234,0
0.157,235.5,0
0.158,237,0
0.159,238.5,0
0.16,240,0
0.161,241.5,0
0.162,243,0
0.163,244.5,0
0.164,246,0
0.165,247.5,0
0.166,249,0
0.167,250.5,0
0.168,252,0
0.169,253.5,0
0.17,255,0
0.171,256.5,0
0.172,258,0
0.173,259.5,0
0.174,261,0
0.175,262.5,0
0.176,264,0
0.177,265.5,0
0.178,267,0
0.179,268.5,0
0.18,270,0
0.181,271.5,0
0.182,273,0
0.183,274.5,0
0.184,276,0
0.185,277.5,0
0.186,279,0
0.187,280.5,0
0.188,282,0
0.189,283.5,0
0.19,285,0
0.191,286.5,0
0.192,288,0
0.193,289.5,0
0.194,291,0
0.195,292.5,0
0.196,294,0
0.197,295.5,0
0.198,297,0
0.199,298.5,0
0.2,300,0
0.201,301.5,0
0.202,303,0
0.203,304.5,0
0.204,306,0
0.205,307.5,0
0.206,309,0
0.207,310.5,0
0.208,312,0
0.209,313.5,0
0.21,315,0
0.211,316.5,0
0.212,318,0
0.213,319.5,0
0.214,321,0
0.215,322.5,0
0.216,324,0
0.217,325.5,0
0.218,327,0
0.219,328.5,0
0.22,330,0
0.221,331.5,0
0.222,333,0
0.223,334.5,0
0.224,336,0
0.225,337.5,0
0.226,339,0
0.227,340.5,0
0.228,342,0
0.229,343.5,0
0.23,345,0
0.231,346.5,0
0.232,348,0
0.233,349.5,0
0.234,351,0
0.235,352.5,0
0.236,354,0
0.237,355.5,0
0.238,357,0
0.239,358.5,0
0.24,360,0
0.241,361.5,0
0.242,363,0
0.243,364.5,0
0.244,366,0
0.245,367.5,0
0.246,369,0
0.247,370.5,0
0.248,372,0
0.249,373.5,0
0.25,375,0
0.251,376.5,0
0.252,378,0
0.253,379.5,0
0.254,381,0
0.255,382.5,0
0.256,384,0
0.257,385.5,0
0.258,387,0
0.259,388.5,0
0.26,390,0
0.261,391.5,0
0.262,393,0
0.263,394.5,0
0.264,396,0
0.265,397.5,0
0.266,399,0
0.267,400.5,0
0.268,402,0
0.269,403.5,0
0.27,405,0
0.271,406.5,0
0.272,408,0
0.273,409.5,0
0.274,411,0
0.275,412.5,0
0.276,414,0
0.277,415.5,0
0.278,417,0
0.279,418.5,0
0.28,420,0
0.281,421.5,0
